,frame,id,cam,x,y,tl_x,tl_y,c_x,c_y,w,h,theta,l_x,l_y,r_x,r_y,aa_tl_x,aa_tl_y,aa_w,aa_h
44,486,90.0,2,910.6517333984375,446.3242492675781,788.0,408.0,910.6517509727628,446.3242542153048,256.0,74.0,-9.072435224580962,786.0,445.0,1042.0,428.0,776.0,414.0,270.0,92.0
26,486,93.0,2,915.5322875976562,640.31689453125,764.0,596.0,915.5322843190453,640.316874660879,276.0,92.0,-0.9896324106647714,764.0,616.0,1040.0,607.0,758.0,596.0,282.0,98.0
15,486,95.0,2,628.6416015625,499.2409973144531,486.0,428.0,628.641592039801,499.2409950248757,302.0,122.0,12.6551435651817,486.0,515.0,786.0,526.0,476.0,420.0,314.0,128.0
85,487,82.0,2,1132.005126953125,591.538330078125,948.0,546.0,1132.0051295203898,591.5383431649141,342.0,90.0,-12.26104560974322,956.0,636.0,1290.0,572.0,956.0,548.0,336.0,102.0
45,487,90.0,2,914.7283325195312,446.03753662109375,784.0,408.0,914.728350345736,446.0375370431346,266.0,72.0,-8.938214042146669,788.0,451.0,1048.0,428.0,772.0,414.0,278.0,88.0
27,487,93.0,2,921.67431640625,640.658447265625,772.0,592.0,921.6743227326266,640.658421672556,272.0,94.0,-0.12549594437978626,772.0,615.0,1044.0,609.25,764.0,592.0,280.0,102.0
16,487,95.0,2,632.3038940429688,500.67510986328125,484.0,430.0,632.3039176889592,500.6751088246933,312.0,122.0,10.756474855812263,478.0,519.0,794.0,524.0,470.0,424.0,324.0,124.0
86,488,82.0,2,1128.4989013671875,593.8734741210938,952.0,546.0,1128.498937927779,593.8734953976872,344.0,92.0,-11.812185302440716,960.0,638.0,1294.0,573.0,960.0,546.0,334.0,108.0
46,488,90.0,2,916.169189453125,447.1077575683594,760.0,410.0,916.1691729323308,447.10776942355886,298.0,72.0,-9.258906011292973,768.0,502.0,1056.0,427.0,768.0,414.0,290.0,90.0
28,488,93.0,2,927.5493774414062,638.441162109375,778.0,590.0,927.5493741307373,638.4411682892908,270.0,96.0,-0.8253174602858424,778.0,612.0,1048.0,610.7777777777778,770.0,590.0,278.0,102.0
17,488,95.0,2,642.0306396484375,500.3955383300781,476.0,430.0,642.0306513409962,500.39554825761724,330.0,118.0,6.836061927139503,474.0,518.0,804.0,481.2,468.0,430.0,336.0,118.0
0,488,96.0,2,579.5604858398438,441.0589904785156,548.0,414.0,579.5604719764012,441.0589970501474,74.0,54.0,62.1901188036861,552.0,434.0,616.0,468.0,552.0,408.0,64.0,62.0
87,489,82.0,2,1137.019775390625,593.7523193359375,964.0,544.0,1137.0197648236176,593.7523142356767,334.0,98.0,-12.475743910382462,974.0,639.0,1298.0,575.0,974.0,546.0,326.0,110.0
47,489,90.0,2,918.6434936523438,446.9232177734375,758.0,410.0,918.6435170436445,446.9232239566741,306.0,70.0,-9.24784269296381,764.0,498.0,1062.0,427.0,764.0,414.0,298.0,88.0
29,489,93.0,2,931.4823608398438,638.7202758789062,784.0,588.0,931.482332155477,638.7202591283864,270.0,96.0,-0.17797947547250373,784.0,611.0,1054.0,607.0,776.0,588.0,278.0,104.0
18,489,95.0,2,650.6480712890625,500.4765319824219,478.0,432.0,650.6480762442642,500.47652665019416,338.0,118.0,5.527229349330872,476.0,517.0,814.0,480.5,468.0,432.0,346.0,118.0
1,489,96.0,2,576.6881103515625,441.13031005859375,540.0,412.0,576.6881405563689,441.1303074670571,86.0,60.0,47.75847892390815,540.0,425.0,616.0,470.0,540.0,406.0,76.0,66.0
88,490,82.0,2,1148.5928955078125,592.6412353515625,974.0,540.0,1148.5929179247873,592.6412297556957,328.0,94.0,-13.358775281192708,984.0,640.0,1302.0,576.0,984.0,542.0,324.0,114.0
48,490,90.0,2,919.1543579101562,448.1384582519531,754.0,412.0,919.154349859682,448.13844714686616,316.0,72.0,-9.708301790264347,762.0,497.0,1068.0,426.0,762.0,414.0,306.0,90.0
30,490,93.0,2,931.9390869140625,639.9064331054688,790.0,586.0,931.9390703517587,639.9064070351759,268.0,96.0,2.305286451866452,792.0,608.0,1058.0,614.4761904761905,778.0,586.0,280.0,106.0
19,490,95.0,2,664.7819213867188,504.2040710449219,480.0,438.0,664.7819436672263,504.2040664055214,342.0,112.0,2.5669762077926577,480.0,519.0,822.0,482.4,468.0,434.0,354.0,116.0
2,490,96.0,2,571.9760131835938,439.4613952636719,540.0,410.0,571.9759862778732,439.46140651801034,64.0,54.0,-30.15785369238677,538.0,427.0,602.0,432.0,538.0,406.0,78.0,70.0
89,491,82.0,2,1174.8140869140625,586.5352172851562,1042.0,540.0,1174.814030843665,586.5352283035984,266.0,98.0,-6.671144446848874,1046.0,627.0,1308.0,579.0,994.0,542.0,322.0,116.0
49,491,90.0,2,919.4125366210938,450.5504150390625,754.0,414.0,919.4125144843567,450.55040556199305,322.0,70.0,-10.154028147434028,760.0,496.0,1074.0,426.0,760.0,414.0,314.0,90.0
31,491,93.0,2,929.8327026367188,641.273681640625,794.0,594.0,929.8326848249028,641.2736705577173,270.0,92.0,6.152671858443727,798.0,608.0,1064.0,638.0,784.0,584.0,280.0,108.0
20,491,95.0,2,676.2162475585938,504.5982360839844,488.0,440.0,676.2162756598242,504.59824046920824,344.0,110.0,1.7572063415480974,490.0,477.33333333333326,832.0,482.4,472.0,442.0,360.0,108.0
3,491,96.0,2,573.7936401367188,441.8725280761719,540.0,408.0,573.793626707132,441.8725341426404,66.0,68.0,-38.00249070278938,538.0,427.0,604.0,433.0,536.0,406.0,78.0,72.0
90,492,82.0,2,1164.385009765625,592.458984375,1004.0,538.0,1164.3849986886967,592.4589562024653,310.0,102.0,-11.426545506672785,1014.0,645.0,1314.0,579.0,1014.0,544.0,304.0,114.0
50,492,90.0,2,922.07373046875,451.49468994140625,752.0,414.0,922.0737018425459,451.4946957007258,330.0,70.0,-10.073542872931505,758.0,494.0,1080.0,426.0,758.0,414.0,324.0,88.0
32,492,93.0,2,945.0,639.3665771484375,802.0,578.0,945.0,639.3665671641792,270.0,108.0,3.525906959336637,804.0,605.0,1072.0,618.0,792.0,584.0,280.0,110.0
21,492,95.0,2,680.31494140625,502.82769775390625,494.0,442.0,680.314955203308,502.827705031013,346.0,108.0,2.466628975990181,496.0,463.0,840.0,482.4,482.0,446.0,358.0,104.0
91,493,82.0,2,1173.53125,591.4933471679688,1020.0,540.0,1173.5312,591.4933333333332,298.0,100.0,-10.496418855870587,1030.0,649.0,1318.0,580.0,1030.0,544.0,292.0,116.0
51,493,90.0,2,925.9259033203125,452.2480773925781,752.0,416.0,925.9259055982436,452.2480790340285,334.0,70.0,-10.313724462555664,758.0,493.0,1084.0,426.0,758.0,414.0,328.0,88.0
33,493,93.0,2,952.103515625,640.4307250976562,812.0,574.0,952.1034998504338,640.4307508226144,264.0,112.0,4.79609025324287,816.0,602.0,1074.0,627.081081081081,808.0,582.0,266.0,112.0
22,493,95.0,2,692.2633666992188,504.90911865234375,506.0,450.0,692.2633642195295,504.90912330719885,346.0,100.0,1.4987613322495346,508.0,487.27272727272725,852.0,465.0,490.0,454.0,362.0,96.0
92,494,82.0,2,1183.9412841796875,589.829345703125,1032.0,540.0,1183.9412579661955,589.8293155998891,294.0,100.0,-8.404475347463826,1040.0,650.0,1326.0,581.0,1040.0,546.0,288.0,112.0
52,494,90.0,2,927.2239990234375,453.70684814453125,748.0,416.0,927.2240085744908,453.70685959271174,344.0,72.0,-10.702081970455383,754.0,493.0,1090.0,426.0,754.0,414.0,338.0,90.0
34,494,93.0,2,961.7967529296875,641.2360229492188,826.0,574.0,961.7967233009707,641.2360436893204,258.0,112.0,4.391762854810822,828.0,602.0,1084.0,613.0,818.0,578.0,266.0,118.0
23,494,95.0,2,701.09912109375,506.5804748535156,518.0,454.0,701.099095840868,506.5804701627487,344.0,100.0,1.3960375968335876,518.0,488.0,862.0,467.0,502.0,458.0,360.0,96.0
0,494,97.0,2,582.8614501953125,443.1161193847656,556.0,418.0,582.8614232209737,443.1161048689138,64.0,52.0,88.70133108263138,577.0,416.0,566.6666666666666,480.0,556.0,400.0,58.0,80.0
93,495,82.0,2,1190.06591796875,589.9368286132812,1038.0,544.0,1190.0659220920732,589.9368019613186,294.0,94.0,-7.42963852611246,1046.0,649.0,1332.0,582.0,1046.0,550.0,288.0,104.0
53,495,90.0,2,927.5238037109375,456.06982421875,748.0,416.0,927.5237854251013,456.0698380566802,350.0,76.0,-11.319385894045313,754.0,495.0,1094.0,426.0,754.0,414.0,344.0,94.0
35,495,93.0,2,974.122314453125,641.9879760742188,836.0,572.0,974.1223388305847,641.9880059970017,252.0,116.0,4.000499653654218,838.0,601.0,1090.0,609.0,828.0,578.0,262.0,118.0
24,495,95.0,2,710.326171875,506.693603515625,528.0,454.0,710.3261460409494,506.6936039137525,344.0,98.0,1.107342529116706,528.0,493.66666666666674,872.0,467.0,512.0,458.0,360.0,94.0
1,495,97.0,2,580.2589721679688,449.14508056640625,536.0,422.0,580.2589703588144,449.14508580343215,78.0,56.0,-74.09203327417303,581.0,416.0,575.0,486.0,550.0,404.0,66.0,82.0
94,496,82.0,2,1197.4212646484375,590.118408203125,1044.0,548.0,1197.4212555066078,590.1183920704847,296.0,88.0,-6.854481724217481,1050.0,648.0,1340.0,581.0,1050.0,552.0,290.0,98.0
54,496,90.0,2,938.5244750976562,454.7396240234375,762.0,416.0,938.5244514935235,454.7396246365319,340.0,74.0,-10.853889402556216,768.0,494.0,1100.0,427.0,768.0,414.0,334.0,90.0
36,496,93.0,2,985.2943115234375,643.2814331054688,846.0,576.0,985.2942979767014,643.2814224402207,250.0,116.0,3.571920802612468,846.0,659.0,1096.0,609.0,836.0,580.0,260.0,116.0
25,496,95.0,2,716.3955078125,507.46868896484375,534.0,456.0,716.3954843408594,507.4686817188638,344.0,100.0,1.4903310201436275,534.0,472.0,878.0,468.0,526.0,460.0,352.0,96.0
0,496,98.0,2,576.303955078125,476.2698974609375,528.0,436.0,576.3039772727273,476.2698863636364,108.0,80.0,-86.49242469969776,576.0,418.0,563.0,522.0,536.0,412.0,78.0,110.0
95,497,82.0,2,1202.4615478515625,590.68408203125,1042.0,550.0,1202.461495222035,590.6840921866218,304.0,86.0,-7.5007330522424285,1048.0,648.0,1346.0,582.0,1048.0,552.0,300.0,100.0
55,497,90.0,2,943.7933349609375,455.3263854980469,770.0,416.0,943.7933065595716,455.3263721552878,336.0,74.0,-11.279260401616757,776.0,495.0,1104.0,426.0,776.0,414.0,330.0,92.0
37,497,93.0,2,991.40771484375,644.260986328125,842.0,578.0,991.4077017114914,644.2610024449878,260.0,112.0,2.7288027705133184,842.0,659.0,1104.0,606.0,832.0,582.0,272.0,114.0
26,497,95.0,2,722.8274536132812,508.5828857421875,540.0,460.0,722.8274568642162,508.58289572393096,346.0,96.0,1.7251018986297295,540.0,474.0,888.0,470.0,534.0,464.0,354.0,92.0
1,497,98.0,2,579.0550537109375,475.1261291503906,522.0,440.0,579.0550522648083,475.1261324041812,108.0,74.0,85.82389675975769,578.0,418.0,571.0,524.0,542.0,412.0,74.0,112.0
96,498,82.0,2,1209.7381591796875,591.8671875,1046.0,550.0,1209.7381798305548,591.8671768242689,306.0,84.0,-7.435654818465316,1052.0,648.0,1352.0,582.0,1052.0,554.0,304.0,96.0
56,498,90.0,2,949.3759155273438,455.5620422363281,774.0,416.0,949.3759048603931,455.56204756980344,338.0,74.0,-11.880934132453197,782.0,496.0,1108.0,427.0,782.0,412.0,328.0,96.0
38,498,93.0,2,992.1582641601562,646.4080810546875,840.0,578.0,992.158239143367,646.4080904223676,268.0,114.0,3.698019925711421,840.0,659.0,1108.0,608.0,832.0,584.0,276.0,116.0
27,498,95.0,2,731.470947265625,507.8583068847656,548.0,458.0,731.470918644682,507.858307664432,348.0,98.0,0.8653041027120832,548.0,475.0,896.0,469.0,536.0,460.0,360.0,96.0
2,498,98.0,2,582.4583129882812,472.6853332519531,528.0,440.0,582.4583333333334,472.6853448275862,108.0,70.0,78.82452104134836,583.0,418.0,584.0,522.0,544.0,412.0,74.0,110.0
97,499,82.0,2,1217.625732421875,592.286865234375,1044.0,552.0,1217.6257545271628,592.2868640413913,314.0,82.0,-7.81551481858767,1050.0,649.0,1358.0,583.0,1050.0,554.0,314.0,98.0
57,499,90.0,2,953.35009765625,456.50750732421875,782.0,416.0,953.3501070663813,456.5074946466809,334.0,74.0,-11.875985836345125,788.0,496.0,1114.0,427.0,788.0,414.0,326.0,94.0
39,499,93.0,2,994.7955932617188,648.9512939453125,844.0,578.0,994.7955868832364,648.951271835734,268.0,114.0,5.286662005261051,842.0,658.0,1114.0,609.0,838.0,586.0,276.0,114.0
28,499,95.0,2,739.6362915039062,509.4306335449219,552.0,462.0,739.6362960208256,509.43064336184455,352.0,96.0,0.2830803664180053,552.0,474.0,904.0,470.0,544.0,462.0,360.0,96.0
3,499,98.0,2,582.1649169921875,465.98785400390625,534.0,434.0,582.1649305555555,465.98784722222223,106.0,64.0,70.34544817885327,581.0,420.0,595.0,514.0,542.0,416.0,76.0,98.0
98,500,82.0,2,1233.9068603515625,589.23291015625,1068.0,554.0,1233.9068458893405,589.232885276649,298.0,76.0,-4.476055288681717,1068.0,582.0,1366.0,583.0,1056.0,554.0,316.0,98.0
58,500,90.0,2,961.8720092773438,455.4561462402344,788.0,416.0,961.8720341242336,455.4561450279925,334.0,74.0,-12.078178182264635,794.0,495.0,1118.0,427.0,794.0,412.0,326.0,94.0
40,500,93.0,2,991.4894409179688,653.9889526367188,850.0,612.0,991.489430894309,653.9889430894308,270.0,82.0,10.623195396051038,846.0,658.0,1116.0,685.0,840.0,588.0,282.0,114.0
29,500,95.0,2,744.492431640625,511.93267822265625,552.0,466.0,744.4924564796905,511.93268858800775,356.0,94.0,0.5570789482784755,552.0,472.0,908.0,473.0,552.0,468.0,356.0,92.0
4,500,98.0,2,579.6270141601562,460.2440490722656,536.0,428.0,579.6269841269841,460.24404761904765,98.0,64.0,70.31988408700539,584.0,420.0,597.0,506.0,542.0,418.0,72.0,88.0
99,501,82.0,2,1246.6173095703125,589.1859741210938,1116.0,554.0,1246.6172506738544,589.1859838274933,256.0,76.0,-5.323325023653618,1116.0,602.0,1372.0,584.0,1058.0,554.0,318.0,98.0
59,501,90.0,2,966.4067993164062,456.15594482421875,794.0,418.0,966.4067796610167,456.1559322033898,330.0,74.0,-11.999339694252846,800.0,496.0,1122.0,428.0,800.0,414.0,324.0,92.0
41,501,93.0,2,995.960693359375,655.766845703125,854.0,614.0,995.960692871419,655.7668221185877,272.0,82.0,11.030509659088574,852.0,659.0,1122.0,686.0,842.0,588.0,284.0,116.0
30,501,95.0,2,751.4862670898438,512.9982299804688,560.0,470.0,751.4862892089169,512.9982245018741,354.0,90.0,0.1432831720421188,560.0,474.0,914.0,474.0,558.0,470.0,356.0,90.0
100,502,82.0,2,1249.8602294921875,590.019775390625,1082.0,554.0,1249.860204418068,590.0197823936696,298.0,78.0,-4.655266419735126,1082.0,585.0,1380.0,585.0,1066.0,554.0,316.0,102.0
60,502,90.0,2,972.7708129882812,455.9618835449219,802.0,418.0,972.7707852193996,455.9618937644342,326.0,70.0,-12.12157306865582,808.0,496.0,1126.0,428.0,808.0,414.0,320.0,92.0
42,502,93.0,2,999.6651000976562,657.1654663085938,856.0,614.0,999.6651285431772,657.1654581410679,276.0,84.0,11.04082757376191,856.0,661.0,1128.0,687.0,846.0,590.0,286.0,116.0
31,502,95.0,2,758.0447998046875,514.7691650390625,576.0,474.0,758.0447941888618,514.7691686844229,348.0,86.0,0.001940214990588545,576.0,481.0,924.0,477.0,566.0,474.0,358.0,86.0
5,502,98.0,2,582.7700805664062,456.55615234375,542.0,432.0,582.7700534759357,456.5561497326203,92.0,48.0,63.79523812038325,576.0,422.0,600.0,500.0,544.0,422.0,68.0,78.0
101,503,82.0,2,1257.91552734375,590.8766479492188,1090.0,556.0,1257.915567282322,590.8766490765173,296.0,76.0,-4.560317590185628,1090.0,588.0,1386.0,584.0,1076.0,556.0,312.0,100.0
61,503,90.0,2,972.9605102539062,458.1026611328125,802.0,420.0,972.9605188945293,458.1026508742245,332.0,74.0,-12.93459327853401,810.0,498.0,1130.0,428.0,810.0,414.0,324.0,96.0
43,503,93.0,2,1002.8941650390625,659.4334716796875,862.0,618.0,1002.8941669577366,659.4334614041214,274.0,80.0,12.694522532067303,864.0,663.0,1132.0,689.0,854.0,596.0,286.0,112.0
32,503,95.0,2,764.8789672851562,515.3651123046875,586.0,472.0,764.8789731051344,515.3651181744091,338.0,88.0,-0.5462609898095475,586.0,489.0,924.0,477.0,576.0,474.0,348.0,86.0
6,503,98.0,2,581.8580322265625,452.3611145019531,546.0,428.0,581.8580246913581,452.36111111111114,86.0,48.0,56.74964309607775,577.0,422.0,598.0,494.0,542.0,422.0,68.0,72.0
102,504,82.0,2,1262.149658203125,592.1661376953125,1094.0,556.0,1262.149651236525,592.1661382371593,298.0,78.0,-4.527068992789738,1094.0,591.0,1392.0,586.0,1084.0,556.0,308.0,104.0
62,504,90.0,2,976.3299560546875,459.6342468261719,806.0,422.0,976.3299366565684,459.6342605342881,332.0,74.0,-12.632871544215753,812.0,497.0,1134.0,427.0,812.0,416.0,326.0,92.0
44,504,93.0,2,1002.0298461914062,660.3966064453125,866.0,618.0,1002.0298604349238,660.3966244725739,276.0,82.0,12.373635532645785,868.0,665.0,1138.0,691.0,858.0,598.0,284.0,110.0
33,504,95.0,2,772.5416870117188,517.0647583007812,592.0,478.0,772.5416750756813,517.0647830474269,340.0,82.0,-1.3003739239286205,592.0,493.0,932.0,485.66666666666674,582.0,476.0,350.0,84.0
2,504,97.0,2,580.774169921875,447.48065185546875,548.0,422.0,580.7741935483872,447.48064516129034,76.0,50.0,38.859091088252136,548.0,439.0,614.0,474.0,540.0,422.0,76.0,66.0
103,505,82.0,2,1275.6351318359375,592.2383422851562,1146.0,556.0,1275.6350777934936,592.2383309759548,250.0,78.0,-5.731763092698556,1146.0,598.0,1396.0,586.0,1088.0,560.0,312.0,100.0
63,505,90.0,2,982.2059326171875,458.96221923828125,812.0,424.0,982.2059417363716,458.962215171618,330.0,70.0,-13.437787297174914,820.0,498.0,1138.0,428.0,820.0,414.0,324.0,96.0
45,505,93.0,2,1013.0787353515625,662.6233520507812,872.0,620.0,1013.0787151429581,662.6233674549946,274.0,84.0,12.734310207500481,876.0,668.0,1142.0,693.0,862.0,602.0,288.0,110.0
34,505,95.0,2,779.4423217773438,517.9852294921875,602.0,480.0,779.4423320659063,517.9852133502324,336.0,82.0,-1.6238858148115891,602.0,497.0,936.0,479.0,596.0,478.0,340.0,84.0
3,505,97.0,2,579.1737670898438,445.925537109375,548.0,422.0,579.1737588652483,445.92553191489367,72.0,48.0,28.39569284017437,548.0,439.0,612.0,470.0,538.0,420.0,80.0,68.0
104,506,82.0,2,1278.540283203125,593.5659790039062,1116.0,560.0,1278.54028111073,593.5659924580048,288.0,76.0,-5.2310713584271715,1116.0,594.0,1404.0,587.0,1102.0,560.0,306.0,102.0
64,506,90.0,2,984.4906616210938,460.62237548828125,818.0,424.0,984.4906528616624,460.62237561115904,328.0,74.0,-13.607816846453558,826.0,499.0,1142.0,429.0,826.0,416.0,322.0,96.0
46,506,93.0,2,1015.2970581054688,663.7810668945312,874.0,622.0,1015.297074010327,663.7810671256453,276.0,82.0,12.581149762701216,882.0,643.0,1146.0,694.0,870.0,602.0,288.0,112.0
35,506,95.0,2,784.4703369140625,518.5311279296875,608.0,480.0,784.4703433922998,518.5311134235171,340.0,80.0,-2.1841016387502497,608.0,499.0,946.0,479.0,600.0,478.0,346.0,82.0
4,506,97.0,2,579.5401000976562,447.40765380859375,546.0,424.0,579.5400696864111,447.40766550522653,78.0,46.0,27.636071540743128,548.0,440.0,616.0,472.0,536.0,420.0,86.0,66.0
105,507,82.0,2,1275.817138671875,599.1755981445312,1128.0,558.0,1275.8171394085698,599.1756185878093,282.0,84.0,-9.255970083209874,1126.0,597.0,1408.0,587.0,1114.0,560.0,300.0,106.0
65,507,90.0,2,991.095458984375,460.01904296875,824.0,424.0,991.0954715892703,460.01903663109323,326.0,70.0,-13.298441807598513,832.0,499.0,1146.0,428.0,832.0,416.0,320.0,94.0
47,507,93.0,2,1018.169677734375,665.34033203125,880.0,622.0,1018.1696810259784,665.3403485695495,276.0,84.0,12.357161489443346,886.0,658.5,1152.0,696.0,876.0,606.0,286.0,108.0
36,507,95.0,2,786.2050170898438,520.84619140625,616.0,484.0,786.2050420168068,520.8462184873948,326.0,80.0,-1.6504698763731107,616.0,503.0,942.0,515.2,606.0,484.0,342.0,80.0
5,507,97.0,2,579.957763671875,448.9090881347656,546.0,422.0,579.9577922077923,448.9090909090909,78.0,50.0,30.388398468252014,548.0,442.0,616.0,472.0,538.0,418.0,84.0,68.0
106,508,82.0,2,1287.4947509765625,597.3389892578125,1134.0,560.0,1287.4947848761408,597.3389830508474,280.0,78.0,-6.659651541362102,1134.0,601.0,1414.0,587.0,1120.0,562.0,298.0,106.0
66,508,90.0,2,997.4296875,460.5033874511719,834.0,424.0,997.4297052154196,460.5034013605442,320.0,72.0,-14.293647881349068,842.0,499.0,1150.0,427.0,842.0,414.0,310.0,98.0
48,508,93.0,2,1023.0059204101562,666.856689453125,884.0,624.0,1023.0059445178335,666.8566710700132,276.0,84.0,12.222872357845533,892.0,643.5555555555555,1156.0,698.0,882.0,608.0,282.0,108.0
37,508,95.0,2,792.360107421875,521.2844848632812,624.0,484.0,792.3601025202905,521.2844938060658,326.0,80.0,-2.2095845647825767,624.0,507.0,950.0,503.0,612.0,484.0,338.0,80.0
6,508,97.0,2,577.560791015625,449.7432556152344,544.0,426.0,577.5608108108107,449.74324324324317,76.0,48.0,33.99383277127929,546.0,441.0,612.0,471.0,538.0,420.0,80.0,68.0
107,509,82.0,2,1294.111572265625,598.2223510742188,1142.0,562.0,1294.111511971138,598.2223679895047,278.0,78.0,-6.380223428154683,1142.0,607.0,1420.0,589.0,1126.0,562.0,300.0,110.0
67,509,90.0,2,999.7078857421875,461.843017578125,836.0,424.0,999.7078780908568,461.84301322599197,320.0,74.0,-14.166314469975875,844.0,500.0,1152.0,429.0,844.0,416.0,314.0,96.0
49,509,93.0,2,1030.3724365234375,668.6956787109375,890.0,626.0,1030.3724751797329,668.695652173913,276.0,84.0,12.397003015050617,896.0,675.0,1162.0,699.0,886.0,608.0,284.0,110.0
38,509,95.0,2,798.8810424804688,522.1930541992188,630.0,486.0,798.8810591501175,522.1930386504378,328.0,82.0,-2.730390882766472,630.0,512.0,956.0,499.0,622.0,484.0,334.0,84.0
7,509,97.0,2,574.8795776367188,450.0328369140625,544.0,426.0,574.8795620437958,450.0328467153285,70.0,48.0,38.85390679073885,546.0,442.0,606.0,472.0,538.0,420.0,76.0,68.0
108,510,82.0,2,1303.1253662109375,598.2753295898438,1154.0,562.0,1303.125352112676,598.275352112676,272.0,80.0,-6.904924239334264,1154.0,608.0,1426.0,590.0,1136.0,564.0,292.0,110.0
68,510,90.0,2,1007.4302368164062,460.1481018066406,846.0,424.0,1007.4302325581397,460.14810281517754,314.0,70.0,-13.848599078113484,854.0,497.0,1156.0,430.0,854.0,416.0,306.0,94.0
50,510,93.0,2,1034.3441162109375,669.7242431640625,894.0,628.0,1034.3441603317208,669.7242570836212,276.0,82.0,12.22392363606725,902.0,661.7142857142858,1166.0,700.0,892.0,608.0,280.0,112.0
39,510,95.0,2,803.727294921875,523.0671997070312,640.0,486.0,803.7272727272727,523.0671936758894,318.0,82.0,-2.8747009207885763,640.0,513.0,958.0,523.0,628.0,486.0,332.0,82.0
8,510,97.0,2,573.0137939453125,450.5956726074219,544.0,428.0,573.0138067061145,450.5956607495069,68.0,46.0,42.264859582101174,546.0,443.0,602.0,473.0,538.0,420.0,72.0,68.0
109,511,82.0,2,1303.104248046875,601.1487426757812,1160.0,564.0,1303.1041939711665,601.14875491481,270.0,80.0,-7.911557818186388,1160.0,615.0,1430.0,590.0,1146.0,566.0,286.0,108.0
69,511,90.0,2,1005.3796997070312,463.27691650390625,848.0,426.0,1005.3797285590528,463.2769275194918,316.0,76.0,-14.602811303528707,856.0,502.0,1160.0,429.0,856.0,418.0,306.0,98.0
51,511,93.0,2,1037.644775390625,671.0254516601562,900.0,628.0,1037.6447721179622,671.0254691689007,274.0,84.0,12.143996799981046,904.0,679.0,1170.0,702.0,894.0,610.0,284.0,110.0
40,511,95.0,2,809.2823486328125,523.9446411132812,644.0,486.0,809.2823195988665,523.944626117288,326.0,86.0,-3.1924191164566533,644.0,515.0,968.0,486.0,634.0,486.0,334.0,86.0
9,511,97.0,2,571.2445068359375,450.99005126953125,542.0,428.0,571.244532803181,450.9900596421471,68.0,46.0,43.82716005730024,569.0,426.0,593.0,482.0,538.0,420.0,68.0,68.0
110,512,82.0,2,1308.7406005859375,602.2230224609375,1166.0,564.0,1308.7405706789114,602.2230239422762,270.0,82.0,-8.437922380469592,1168.0,618.0,1436.0,590.0,1152.0,564.0,290.0,112.0
70,512,90.0,2,1008.8211059570312,464.1663818359375,852.0,426.0,1008.8210826210826,464.16638176638185,314.0,76.0,-14.773523023090195,860.0,502.0,1162.0,432.0,860.0,418.0,306.0,98.0
52,512,93.0,2,1042.4967041015625,672.1586303710938,910.0,626.0,1042.4967093869068,672.1586421891236,264.0,90.0,11.973290743375784,914.0,684.0,1170.0,703.0,904.0,612.0,274.0,110.0
41,512,95.0,2,814.6837158203125,524.5516967773438,650.0,486.0,814.6837158469946,524.5516939890709,322.0,86.0,-3.588642924828368,650.0,517.0,970.0,498.66666666666674,640.0,486.0,330.0,88.0
10,512,97.0,2,570.3419189453125,451.28826904296875,542.0,428.0,570.3419483101393,451.2882703777336,66.0,46.0,46.45949253772148,570.0,426.0,591.0,482.0,536.0,420.0,70.0,68.0
111,513,82.0,2,1327.7158203125,600.3629150390625,1204.0,560.0,1327.7158630842841,600.3629002576371,246.0,86.0,-7.255477519204904,1204.0,615.0,1450.0,595.0,1160.0,562.0,292.0,116.0
71,513,90.0,2,1008.703369140625,464.6617126464844,848.0,426.0,1008.7033620946147,464.66170782505213,322.0,78.0,-14.589673184333716,856.0,503.0,1166.0,430.0,856.0,420.0,314.0,96.0
53,513,93.0,2,1053.0068359375,673.3206787109375,924.0,632.0,1053.0068576038723,673.3206938281565,240.0,78.0,13.844480204032081,932.0,629.0,1160.0,705.0,918.0,614.0,252.0,108.0
42,513,95.0,2,819.11083984375,525.40478515625,656.0,488.0,819.1108571428572,525.4048,316.0,84.0,-3.7150099639075815,656.0,518.0,972.0,523.0,646.0,488.0,330.0,88.0
11,513,97.0,2,569.437744140625,451.46185302734375,544.0,428.0,569.437751004016,451.46184738955816,62.0,48.0,42.15517351148298,571.0,426.0,590.0,482.0,534.0,422.0,70.0,66.0
112,514,82.0,2,1340.1256103515625,599.9662475585938,1220.0,564.0,1340.1255886970173,599.9662480376766,238.0,64.0,-6.1324614775745125,1222.0,619.0,1458.0,600.0,1164.0,562.0,296.0,112.0
72,514,90.0,2,1008.8582153320312,466.5412902832031,852.0,426.0,1008.858230814294,466.5413005272408,322.0,82.0,-14.817829638059633,860.0,504.0,1170.0,431.0,860.0,422.0,310.0,96.0
54,514,93.0,2,1061.965087890625,675.4396362304688,938.0,636.0,1061.9650993698497,675.4396509936985,216.0,74.0,13.014552207207641,944.0,639.0,1150.0,706.0,928.0,624.0,238.0,96.0
43,514,95.0,2,825.0855712890625,525.3435668945312,660.0,488.0,825.0855590765053,525.3435943866002,320.0,84.0,-4.490147909556346,658.0,516.0,978.0,506.0,654.0,486.0,324.0,92.0
12,514,97.0,2,569.0836791992188,452.011962890625,542.0,428.0,569.0836653386455,452.01195219123514,62.0,48.0,39.19651208112722,570.0,428.0,588.0,482.0,532.0,420.0,72.0,70.0
